FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.1625681,1625681,POINT (16.360441426747297 48.24068468147247),Rampengasse,Rampengasse,D,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rampengasse!start|1,
OEFFHALTESTOGD.1625682,1625682,POINT (16.424159025999554 48.17982128074594),Rappachgasse,Rappachgasse,"76B, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rappachgasse!start|1,
OEFFHALTESTOGD.1625683,1625683,POINT (16.424680025586483 48.17999498123741),Rappachgasse,Rappachgasse,"76B, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rappachgasse!start|1,
OEFFHALTESTOGD.1625684,1625684,POINT (16.396014726508955 48.20591268085607),Löwengasse,Löwengasse,"N29, 4A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Löwengasse!start|1,
OEFFHALTESTOGD.1625685,1625685,POINT (16.394577425871205 48.20588278150187),Löwengasse,Löwengasse,1,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Löwengasse!start|1,
OEFFHALTESTOGD.1625686,1625686,POINT (16.395448826470556 48.205757081181176),Löwengasse,Löwengasse,1,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Löwengasse!start|1,
OEFFHALTESTOGD.1625687,1625687,POINT (16.35557262673382 48.209307180865586),Rathaus,Rathaus,2,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rathaus!start|1,
OEFFHALTESTOGD.1625688,1625688,POINT (16.354791026203813 48.20917548148665),Rathaus,Rathaus,2,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rathaus!start|1,
OEFFHALTESTOGD.1625689,1625689,POINT (16.42729412621436 48.17338168090456),Ravelinstraße,Ravelinstraße,72A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ravelinstraße!start|1,
OEFFHALTESTOGD.1625690,1625690,POINT (16.427141426394616 48.17332778109069),Ravelinstraße,Ravelinstraße,72A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ravelinstraße!start|1,
OEFFHALTESTOGD.1625691,1625691,POINT (16.367466326412643 48.16293288163572),Laxenburger Str./Sahulkastr.,Laxenburger Str./Sahulkastr.,"66A, N66",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Laxenburger%20Str./Sahulkastr.!start|1,
OEFFHALTESTOGD.1625692,1625692,POINT (16.27549682560526 48.17746718175106),Ratmannsdorfgasse,Ratmannsdorfgasse,54B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ratmannsdorfgasse!start|1,
OEFFHALTESTOGD.1625693,1625693,POINT (16.27546982574534 48.177341381348675),Ratmannsdorfgasse,Ratmannsdorfgasse,54A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ratmannsdorfgasse!start|1,
OEFFHALTESTOGD.1625694,1625694,POINT (16.41923622620644 48.283993780796834),Ratzenhofergasse,Ratzenhofergasse,32A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ratzenhofergasse!start|1,
OEFFHALTESTOGD.1625695,1625695,POINT (16.419631425709973 48.284202981632376),Ratzenhofergasse,Ratzenhofergasse,32A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ratzenhofergasse!start|1,
OEFFHALTESTOGD.1625696,1625696,POINT (16.375685925701767 48.23060858144526),Rauscherstraße,Rauscherstraße,5A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rauscherstraße!start|1,
OEFFHALTESTOGD.1625697,1625697,POINT (16.37529062565439 48.230680381648995),Rauscherstraße,Rauscherstraße,"O, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rauscherstraße!start|1,
OEFFHALTESTOGD.1625698,1625698,POINT (16.375623026779262 48.230548781299845),Rauscherstraße,Rauscherstraße,5A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rauscherstraße!start|1,
OEFFHALTESTOGD.1625699,1625699,POINT (16.375353526572173 48.23073428154572),Rauscherstraße,Rauscherstraße,"O, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rauscherstraße!start|1,
OEFFHALTESTOGD.1625700,1625700,POINT (16.365166626147232 48.166066580877214),Raxstr./Rudolfshügelgasse,Raxstr./Rudolfshügelgasse,O,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Raxstr./Rudolfshügelgasse!start|1,
OEFFHALTESTOGD.1625701,1625701,POINT (16.363477825545047 48.165365581605),Raxstr./Rudolfshügelgasse,Raxstr./Rudolfshügelgasse,11,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Raxstr./Rudolfshügelgasse!start|1,
OEFFHALTESTOGD.1625702,1625702,POINT (16.363900026286146 48.16558728093647),Raxstr./Rudolfshügelgasse,Raxstr./Rudolfshügelgasse,"N65, 15A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Raxstr./Rudolfshügelgasse!start|1,
OEFFHALTESTOGD.1625703,1625703,POINT (16.36337892554551 48.16537158112834),Raxstr./Rudolfshügelgasse,Raxstr./Rudolfshügelgasse,11,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Raxstr./Rudolfshügelgasse!start|1,
OEFFHALTESTOGD.1625704,1625704,POINT (16.367331525683166 48.21300068122566),Renngasse,Renngasse,2A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Renngasse!start|1,
OEFFHALTESTOGD.1625705,1625705,POINT (16.36540012652741 48.16544348115213),Raxstr./Rudolfshügelgasse,Raxstr./Rudolfshügelgasse,"N65, 15A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Raxstr./Rudolfshügelgasse!start|1,
OEFFHALTESTOGD.1625706,1625706,POINT (16.364447926080075 48.1667495807637),Raxstr./Rudolfshügelgasse,Raxstr./Rudolfshügelgasse,O,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Raxstr./Rudolfshügelgasse!start|1,
OEFFHALTESTOGD.1625707,1625707,POINT (16.388397026722746 48.22820298152708),Rebhanngasse,Rebhanngasse,2,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rebhanngasse!start|1,
OEFFHALTESTOGD.1625708,1625708,POINT (16.388136526298492 48.227772081275496),Rebhanngasse,Rebhanngasse,"1, 2",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rebhanngasse!start|1,
OEFFHALTESTOGD.1625709,1625709,POINT (16.314420825576484 48.213329881436366),Redtenbachergasse,Redtenbachergasse,"33, 44",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Redtenbachergasse!start|1,
OEFFHALTESTOGD.1625710,1625710,POINT (16.315013626389067 48.213323981685356),Redtenbachergasse,Redtenbachergasse,"33, 44",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Redtenbachergasse!start|1,
OEFFHALTESTOGD.1625711,1625711,POINT (16.29115442649799 48.15649118119247),Pflaumengasse,Pflaumengasse,"58A, 56A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pflaumengasse!start|1,
OEFFHALTESTOGD.1625712,1625712,POINT (16.291244225859554 48.15711448174728),Pflaumengasse,Pflaumengasse,"58A, 56A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pflaumengasse!start|1,
OEFFHALTESTOGD.1625713,1625713,POINT (16.284722526519722 48.20689458138781),Reichmanngasse,Reichmanngasse,"48A, N46",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reichmanngasse!start|1,
OEFFHALTESTOGD.1625714,1625714,POINT (16.284695525652978 48.206840681021426),Reichmanngasse,Reichmanngasse,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reichmanngasse!start|1,
OEFFHALTESTOGD.1625715,1625715,POINT (16.51507742613662 48.202278580810784),"Eßling, Wegmayersiedlung","Eßling, Wegmayersiedlung",88B,,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling,%20Wegmayersiedlung!start|1",
OEFFHALTESTOGD.1625716,1625716,POINT (16.311420426157646 48.19353638133417),Linzer Straße/Reinlgasse,Linzer Straße/Reinlgasse,"60, 46, 10",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Linzer%20Straße/Reinlgasse!start|1,
OEFFHALTESTOGD.1625717,1625717,POINT (16.311887526127748 48.19324888136322),Linzer Straße/Reinlgasse,Linzer Straße/Reinlgasse,"52, 60, 49, 46, 10",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Linzer%20Straße/Reinlgasse!start|1,
OEFFHALTESTOGD.1625718,1625718,POINT (16.311070025376612 48.193308780918386),Linzer Straße/Reinlgasse,Linzer Straße/Reinlgasse,"52, 60, 49",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Linzer%20Straße/Reinlgasse!start|1,
OEFFHALTESTOGD.1625719,1625719,POINT (16.351458325416996 48.18904488093176),Reinprechtsdorfer Brücke,Reinprechtsdorfer Brücke,"12A, 14A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reinprechtsdorfer%20Brücke!start|1,
OEFFHALTESTOGD.1625720,1625720,POINT (16.351700825792367 48.189344381122815),Reinprechtsdorfer Brücke,Reinprechtsdorfer Brücke,"12A, N60",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reinprechtsdorfer%20Brücke!start|1,
OEFFHALTESTOGD.1625721,1625721,POINT (16.352832726210604 48.1864756815971),Reinprechtsdorfer Straße/Arbeitergasse,Reinprechtsdorfer Straße/Arbeitergasse,59A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reinprechtsdorfer%20Straße/Arbeitergasse!start|1,
OEFFHALTESTOGD.1625722,1625722,POINT (16.353281925728005 48.186295981505815),Reinprechtsdorfer Straße/Arbeitergasse,Reinprechtsdorfer Straße/Arbeitergasse,"12A, 14A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reinprechtsdorfer%20Straße/Arbeitergasse!start|1,
OEFFHALTESTOGD.1625723,1625723,POINT (16.35359632631822 48.18660738135646),Reinprechtsdorfer Straße/Arbeitergasse,Reinprechtsdorfer Straße/Arbeitergasse,59A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reinprechtsdorfer%20Straße/Arbeitergasse!start|1,
OEFFHALTESTOGD.1625724,1625724,POINT (16.284390126198893 48.21434158108931),Hansl-Schmid-Weg,Hansl-Schmid-Weg,46A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Hansl-Schmid-Weg!start|1,
OEFFHALTESTOGD.1625725,1625725,POINT (16.284435026088484 48.21443138141036),Hansl-Schmid-Weg,Hansl-Schmid-Weg,46B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Hansl-Schmid-Weg!start|1,
OEFFHALTESTOGD.1625726,1625726,POINT (16.349392226364564 48.20220068089451),Westbahnstraße/Neubaugasse,Westbahnstraße/Neubaugasse,"52, 49",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Westbahnstraße/Neubaugasse!start|1,
OEFFHALTESTOGD.1625727,1625727,POINT (16.348709526080277 48.20174568130063),Westbahnstraße/Neubaugasse,Westbahnstraße/Neubaugasse,"52, 49",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Westbahnstraße/Neubaugasse!start|1,
OEFFHALTESTOGD.1625728,1625728,POINT (16.349023926598786 48.201404381260645),Westbahnstraße/Neubaugasse,Westbahnstraße/Neubaugasse,13A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Westbahnstraße/Neubaugasse!start|1,
OEFFHALTESTOGD.1625729,1625729,POINT (16.349113726096437 48.201512181104135),Westbahnstraße/Neubaugasse,Westbahnstraße/Neubaugasse,"13A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Westbahnstraße/Neubaugasse!start|1,
OEFFHALTESTOGD.1625730,1625730,POINT (16.367942425418246 48.2131383815644),Renngasse,Renngasse,"1A, 3A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Renngasse!start|1,
OEFFHALTESTOGD.1625731,1625731,POINT (16.386447725615152 48.1949016812862),Rennweg,Rennweg,"O, 1",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rennweg!start|1,
OEFFHALTESTOGD.1625732,1625732,POINT (16.386043425586973 48.194596281574405),Rennweg,Rennweg,71,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rennweg!start|1,
OEFFHALTESTOGD.1625733,1625733,POINT (16.386465625817465 48.19433278077712),Rennweg,Rennweg,"O, 1",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rennweg!start|1,
OEFFHALTESTOGD.1625734,1625734,POINT (16.3866094256499 48.19503938145707),Rennweg,Rennweg,77A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rennweg!start|1,
OEFFHALTESTOGD.1625735,1625735,POINT (16.386825026104166 48.19438068094705),Rennweg,Rennweg,71,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rennweg!start|1,
OEFFHALTESTOGD.1625736,1625736,POINT (16.327042125400737 48.17833578090084),Ruckergasse/Pohlgasse,Ruckergasse/Pohlgasse,9A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ruckergasse/Pohlgasse!start|1,
OEFFHALTESTOGD.1625737,1625737,POINT (16.530699126051577 48.24195898124374),Asparagusweg,Asparagusweg,89A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Asparagusweg!start|1,
OEFFHALTESTOGD.1625738,1625738,POINT (16.530699023735515 48.24193200190069),Asparagusweg,Asparagusweg,89A,,9,https://anachb.vor.at#P|SQ!evaId|Wien%20Asparagusweg!start|1,
OEFFHALTESTOGD.1625739,1625739,POINT (16.53045662671657 48.241988880840864),Asparagusweg,Asparagusweg,89A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Asparagusweg!start|1,
OEFFHALTESTOGD.1625740,1625740,POINT (16.530456524527924 48.241961901497554),Asparagusweg,Asparagusweg,89A,,9,https://anachb.vor.at#P|SQ!evaId|Wien%20Asparagusweg!start|1,
OEFFHALTESTOGD.1625741,1625741,POINT (16.367780726197847 48.198757881307216),Resselgasse,Resselgasse,"1, RT1, 62",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Resselgasse!start|1,
OEFFHALTESTOGD.1625742,1625742,POINT (16.367713280488108 48.1977878705756),Resselgasse,Resselgasse,"1E, N66, N62",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Resselgasse!start|1,
OEFFHALTESTOGD.1625743,1625743,POINT (16.367663925781322 48.19877588098596),Resselgasse,Resselgasse,"U2Z, 1, RT1, 62",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Resselgasse!start|1,
OEFFHALTESTOGD.1625744,1625744,POINT (16.37752286147291 48.173166066737316),Reumannplatz,Reumannplatz,227,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625745,1625745,POINT (16.37763522627449 48.17316608108345),Reumannplatz,Reumannplatz,"66A, N67, N65, 7A, N66, N68",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625746,1625746,POINT (16.377931625828747 48.17509498141704),Reumannplatz,Reumannplatz,6,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625747,1625747,POINT (16.379333025447565 48.174549881085774),Reumannplatz,Reumannplatz,"68B, 68A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625748,1625748,POINT (16.37886592537774 48.17547838080506),Reumannplatz,Reumannplatz,14A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625749,1625749,POINT (16.37759932642265 48.17467568161968),Reumannplatz,Reumannplatz,6,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625750,1625750,POINT (16.37877612582691 48.17302828134389),Reumannplatz,Reumannplatz,65A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625751,1625751,POINT (16.377257926288337 48.17534658096191),Reumannplatz,Reumannplatz,"6, 11",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625752,1625752,POINT (16.37816522539105 48.17535258135892),Reumannplatz,Reumannplatz,"6, 11",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Reumannplatz!start|1,
OEFFHALTESTOGD.1625753,1625753,POINT (16.264896625404457 48.1744539818212),Reischergasse,Reischergasse,54B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Reischergasse!start|1,
OEFFHALTESTOGD.1625754,1625754,POINT (16.338271025477454 48.13767688137789),Richard-Strauss-Straße,Richard-Strauss-Straße,"67A, 67B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Richard-Strauss-Straße!start|1,
OEFFHALTESTOGD.1625755,1625755,POINT (16.33813632619137 48.13779678108834),Richard-Strauss-Straße,Richard-Strauss-Straße,"67A, 67B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Richard-Strauss-Straße!start|1,
OEFFHALTESTOGD.1625756,1625756,POINT (16.322802025704007 48.22385228157834),Richthausenstraße,Richthausenstraße,10A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Richthausenstraße!start|1,
OEFFHALTESTOGD.1625757,1625757,POINT (16.322658326215613 48.22388818095463),Richthausenstraße,Richthausenstraße,"42A, 10A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Richthausenstraße!start|1,
OEFFHALTESTOGD.1625758,1625758,POINT (16.27982662607659 48.163454181078045),Riedelgasse,Riedelgasse,60,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Riedelgasse!start|1,
OEFFHALTESTOGD.1625759,1625759,POINT (16.27935052651365 48.16302278151136),Riedelgasse,Riedelgasse,60,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Riedelgasse!start|1,
OEFFHALTESTOGD.1625760,1625760,POINT (16.238670290755174 48.21048651612174),Riedstraße,Riedstraße,"450, 49A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Riedstraße!start|1,
OEFFHALTESTOGD.1625761,1625761,POINT (16.238629925710082 48.21048648189677),Riedstraße,Riedstraße,"450, 49A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Riedstraße!start|1,
OEFFHALTESTOGD.1625762,1625762,POINT (16.376961525956574 48.20777458151692),Riemergasse,Riemergasse,3A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Riemergasse!start|1,
OEFFHALTESTOGD.1625763,1625763,POINT (16.37720402642072 48.208061981420315),Riemergasse,Riemergasse,3A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Riemergasse!start|1,
OEFFHALTESTOGD.1625764,1625764,POINT (16.41761922666242 48.28353948140567),Schippergasse,Schippergasse,32A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Schippergasse!start|1,
OEFFHALTESTOGD.1625765,1625765,POINT (16.417960626631523 48.28374268094424),Schippergasse,Schippergasse,32A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Schippergasse!start|1,
OEFFHALTESTOGD.1625766,1625766,POINT (16.39067872545706 48.20279348087161),Rochusgasse,Rochusgasse,4A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rochusgasse!start|1,
OEFFHALTESTOGD.1625767,1625767,POINT (16.390912326449662 48.20234438103927),Rochusgasse,Rochusgasse,"74A, N75",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rochusgasse!start|1,
OEFFHALTESTOGD.1625768,1625768,POINT (16.39210712589668 48.20206298112895),Rochusgasse,Rochusgasse,"N75, 4A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rochusgasse!start|1,
OEFFHALTESTOGD.1625769,1625769,POINT (16.3908045259318 48.20227258094788),Rochusgasse,Rochusgasse,"74A, N75",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rochusgasse!start|1,
OEFFHALTESTOGD.1625770,1625770,POINT (16.263490629272294 48.132059406535824),Rodaun,Rodaun,"1, 3, 259, 206, 2, 257, 249",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.1625771,1625771,POINT (16.263450325704582 48.13205938105471),Rodaun,Rodaun,"1, 3, 259, 206, 2, 257, 249",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.1625772,1625772,POINT (16.263153926223495 48.132431081341835),Rodaun,Rodaun,60,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.1625773,1625773,POINT (16.261393225906396 48.13422368113823),Rodaun,Rodaun,"60A, N61",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.1625774,1625774,POINT (16.393795925618686 48.20557148087762),Rasumofskygasse,Rasumofskygasse,4A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rasumofskygasse!start|1,
OEFFHALTESTOGD.1625775,1625775,POINT (16.386717226345787 48.21622108138476),Nestroyplatz/Praterstraße,Nestroyplatz/Praterstraße,5A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nestroyplatz/Praterstraße!start|1,
OEFFHALTESTOGD.1625776,1625776,POINT (16.289483525688734 48.222457781169645),Predigtstuhl,Predigtstuhl,46A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Predigtstuhl!start|1,
OEFFHALTESTOGD.1625777,1625777,POINT (16.28955542641895 48.22240388170648),Predigtstuhl,Predigtstuhl,"46B, 44B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Predigtstuhl!start|1,
OEFFHALTESTOGD.1625778,1625778,POINT (16.28955545089435 48.22237690212181),Predigtstuhl,Predigtstuhl,"46B, 44B",,9,https://anachb.vor.at#P|SQ!evaId|Wien%20Predigtstuhl!start|1,
OEFFHALTESTOGD.1625779,1625779,POINT (16.277266426051725 48.187799281764455),Preindlgasse,Preindlgasse,"54A, 54B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Preindlgasse!start|1,
OEFFHALTESTOGD.1625780,1625780,POINT (16.277679726286717 48.187511781405796),Preindlgasse,Preindlgasse,53A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Preindlgasse!start|1,
OEFFHALTESTOGD.1625781,1625781,POINT (16.27767972561457 48.187559681270486),Preindlgasse,Preindlgasse,"N54, 54A, 53A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Preindlgasse!start|1,
OEFFHALTESTOGD.1625782,1625782,POINT (16.42435662643327 48.15804328142819),Pretschgasse,Pretschgasse,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pretschgasse!start|1,
OEFFHALTESTOGD.1625783,1625783,POINT (16.424410525375453 48.15810318128813),Pretschgasse,Pretschgasse,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pretschgasse!start|1,
OEFFHALTESTOGD.1625784,1625784,POINT (16.510010925857245 48.22326568089746),Christine-Touaillon-Str.,Christine-Touaillon-Str.,"88A, 88B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Christine-Touaillon-Str.!start|1,
OEFFHALTESTOGD.1625785,1625785,POINT (16.510496026203512 48.22306818131489),Christine-Touaillon-Str.,Christine-Touaillon-Str.,"88A, 88B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Christine-Touaillon-Str.!start|1,
OEFFHALTESTOGD.1625786,1625786,POINT (16.363343025561434 48.1952489809726),Preßgasse,Preßgasse,59A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Preßgasse!start|1,
OEFFHALTESTOGD.1625787,1625787,POINT (16.362049425387664 48.197230981414215),Preßgasse,Preßgasse,"59A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Preßgasse!start|1,
OEFFHALTESTOGD.1625788,1625788,POINT (16.48191162627386 48.239966681428875),Prinzgasse,Prinzgasse,"95A, 95B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Prinzgasse!start|1,
OEFFHALTESTOGD.1625789,1625789,POINT (16.482001526340223 48.240002581473796),Prinzgasse,Prinzgasse,26,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Prinzgasse!start|1,
OEFFHALTESTOGD.1625790,1625790,POINT (16.481956626141475 48.23989488133053),Prinzgasse,Prinzgasse,"95A, N24, N23, 95B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Prinzgasse!start|1,
OEFFHALTESTOGD.1625791,1625791,POINT (16.482046425580616 48.239924781223436),Prinzgasse,Prinzgasse,26,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Prinzgasse!start|1,
OEFFHALTESTOGD.1625792,1625792,POINT (16.480950426590006 48.23999058134516),Prinzgasse,Prinzgasse,85A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Prinzgasse!start|1,
OEFFHALTESTOGD.1625793,1625793,POINT (16.279880526432585 48.20686458098078),Klinik Penzing,Klinik Penzing,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Klinik%20Penzing!start|1,
OEFFHALTESTOGD.1625794,1625794,POINT (16.280266826379982 48.206702981259006),Klinik Penzing,Klinik Penzing,"47A, N46",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Klinik%20Penzing!start|1,
OEFFHALTESTOGD.1625795,1625795,POINT (16.28048242594403 48.20690058149048),Klinik Penzing,Klinik Penzing,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Klinik%20Penzing!start|1,
OEFFHALTESTOGD.1625796,1625796,POINT (16.45483642666192 48.260065281489524),Puchgasse,Puchgasse,"N25, 25A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Puchgasse!start|1,
OEFFHALTESTOGD.1625797,1625797,POINT (16.45507002580849 48.260005481237336),Puchgasse,Puchgasse,"N25, 25A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Puchgasse!start|1,
OEFFHALTESTOGD.1625798,1625798,POINT (16.272774925530307 48.20533198184631),Baumgartner Höhe,Baumgartner Höhe,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Baumgartner%20Höhe!start|1,
OEFFHALTESTOGD.1625799,1625799,POINT (16.272801826022818 48.20527208110219),Baumgartner Höhe,Baumgartner Höhe,"48A, 47A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Baumgartner%20Höhe!start|1,
OEFFHALTESTOGD.1625800,1625800,POINT (16.271948425689345 48.13605818166886),Pumgasse,Pumgasse,"60A, N61",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pumgasse!start|1,
OEFFHALTESTOGD.1625801,1625801,POINT (16.27194842582109 48.135950281443336),Pumgasse,Pumgasse,"60A, N61",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pumgasse!start|1,
OEFFHALTESTOGD.1625802,1625802,POINT (16.332926126455533 48.15026448124387),Purkytgasse,Purkytgasse,"66A, N66, 67B, 65A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Purkytgasse!start|1,
OEFFHALTESTOGD.1625803,1625803,POINT (16.335378525475253 48.14991088134915),Purkytgasse,Purkytgasse,"66A, N66, 67B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Purkytgasse!start|1,
OEFFHALTESTOGD.1625804,1625804,POINT (16.33364472642105 48.14992888126821),Purkytgasse,Purkytgasse,65A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Purkytgasse!start|1,
OEFFHALTESTOGD.1625805,1625805,POINT (16.28838762584387 48.21334788168467),Pönningerweg,Pönningerweg,46A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pönningerweg!start|1,
